OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
531,Lower Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,250,,Final,26196613.453125,26173.9911320562
532,Lower Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,202,,Final,26196613.453125,26173.9911320562
533,Lower Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,16.73118365,,Final,26196613.453125,26173.9911320562
534,Lower Northeast,2015,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,59.60502693,,Final,26196613.453125,26173.9911320562
535,Lower Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.91051995,,Final,26196613.453125,26173.9911320562
536,Lower Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,366,,Final,26196613.453125,26173.9911320562
537,Lower Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,count_births,1515,,Preliminary,26196613.453125,26173.9911320562
538,Lower Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,236,,Final,26196613.453125,26173.9911320562
539,Lower Northeast,2014,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,55.2962298,,Final,26196613.453125,26173.9911320562
540,Lower Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,count_births,1561,,Final,26196613.453125,26173.9911320562
541,Lower Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,226,,Final,26196613.453125,26173.9911320562
542,Lower Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,218,,Final,26196613.453125,26173.9911320562
543,Lower Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,186,,Final,26196613.453125,26173.9911320562
544,Lower Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,17.58919307,,Final,26196613.453125,26173.9911320562
545,Lower Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,272,,Final,26196613.453125,26173.9911320562
546,Lower Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,count_births,1677,,Final,26196613.453125,26173.9911320562
547,Lower Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.77842907,,Final,26196613.453125,26173.9911320562
548,Lower Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,15.94301221,,Final,26196613.453125,26173.9911320562
549,Lower Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,17.8856383,,Final,26196613.453125,26173.9911320562
550,Lower Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.49493143,,Final,26196613.453125,26173.9911320562
551,Lower Northeast,2022,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,49.45968412,,Preliminary,26196613.453125,26173.9911320562
552,Lower Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.01857783,,Final,26196613.453125,26173.9911320562
553,Lower Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.71188021,,Preliminary,26196613.453125,26173.9911320562
554,Lower Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.9582588,,Final,26196613.453125,26173.9911320562
555,Lower Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,13.24736225,,Final,26196613.453125,26173.9911320562
556,Lower Northeast,2023,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,39.48462178,,Preliminary,26196613.453125,26173.9911320562
557,Lower Northeast,2021,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,44.05652535,,Final,26196613.453125,26173.9911320562
558,Lower Northeast,2014,Planning district,Female,All races/ethnicities,15-19,count_teen_births,154,,Final,26196613.453125,26173.9911320562
559,Lower Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,19.31818182,,Final,26196613.453125,26173.9911320562
560,Lower Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.22625216,,Final,26196613.453125,26173.9911320562
561,Lower Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,269,,Final,26196613.453125,26173.9911320562
562,Lower Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.68462847,,Final,26196613.453125,26173.9911320562
563,Lower Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,203,,Final,26196613.453125,26173.9911320562
564,Lower Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,11.02062975,,Final,26196613.453125,26173.9911320562
565,Lower Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,17.02051241,,Final,26196613.453125,26173.9911320562
566,Lower Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,20.50209205,,Preliminary,26196613.453125,26173.9911320562
567,Lower Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,197,,Final,26196613.453125,26173.9911320562
568,Lower Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,171,,Preliminary,26196613.453125,26173.9911320562
569,Lower Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,16.01537476,,Final,26196613.453125,26173.9911320562
570,Lower Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,12.49280368,,Final,26196613.453125,26173.9911320562
571,Lower Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,count_births,1763,,Final,26196613.453125,26173.9911320562
572,Lower Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,240,,Final,26196613.453125,26173.9911320562
573,Lower Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.61315939,,Final,26196613.453125,26173.9911320562
574,Lower Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,15.02683363,,Final,26196613.453125,26173.9911320562
575,Lower Northeast,2016,Planning district,Female,All races/ethnicities,15-19,count_teen_births,122,,Final,26196613.453125,26173.9911320562
576,Lower Northeast,2013,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,63.1956912,,Final,26196613.453125,26173.9911320562
577,Lower Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,176,,Final,26196613.453125,26173.9911320562
578,Lower Northeast,2018,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,172,,Final,26196613.453125,26173.9911320562
579,Lower Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,count_births,1706,,Final,26196613.453125,26173.9911320562
580,Lower Northeast,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,13.83352872,,Final,26196613.453125,26173.9911320562
581,Lower Northeast,2012,Planning district,Female,All races/ethnicities,15-19,count_teen_births,221,,Final,26196613.453125,26173.9911320562
582,Lower Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.640801,,Final,26196613.453125,26173.9911320562
583,Lower Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.76150628,,Preliminary,26196613.453125,26173.9911320562
584,Lower Northeast,2021,Planning district,Female,All races/ethnicities,15-19,count_teen_births,106,,Final,26196613.453125,26173.9911320562
585,Lower Northeast,2017,Planning district,Female,All races/ethnicities,15-19,count_teen_births,128,,Final,26196613.453125,26173.9911320562
586,Lower Northeast,2017,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,45.96050269,,Final,26196613.453125,26173.9911320562
587,Lower Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,195,,Final,26196613.453125,26173.9911320562
588,Lower Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,count_births,1598,,Final,26196613.453125,26173.9911320562
589,Lower Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,243,,Final,26196613.453125,26173.9911320562
590,Lower Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,14.69165659,,Final,26196613.453125,26173.9911320562
591,Lower Northeast,2022,Planning district,Female,All races/ethnicities,15-19,count_teen_births,119,,Preliminary,26196613.453125,26173.9911320562
592,Lower Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,18.37736451,,Final,26196613.453125,26173.9911320562
593,Lower Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.01814059,,Final,26196613.453125,26173.9911320562
594,Lower Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,11.24546554,,Final,26196613.453125,26173.9911320562
595,Lower Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.92468619,,Preliminary,26196613.453125,26173.9911320562
596,Lower Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,217,,Final,26196613.453125,26173.9911320562
597,Lower Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,330,,Preliminary,26196613.453125,26173.9911320562
598,Lower Northeast,2023,Planning district,Female,All races/ethnicities,15-19,count_teen_births,95,,Preliminary,26196613.453125,26173.9911320562
599,Lower Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,186,,Final,26196613.453125,26173.9911320562
600,Lower Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,202,,Final,26196613.453125,26173.9911320562
601,Lower Northeast,2017,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,252,,Final,26196613.453125,26173.9911320562
602,Lower Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,206,,Final,26196613.453125,26173.9911320562
603,Lower Northeast,2016,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,43.80610413,,Final,26196613.453125,26173.9911320562
604,Lower Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.86647727,,Final,26196613.453125,26173.9911320562
605,Lower Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,16.50171602,,Final,26196613.453125,26173.9911320562
606,Lower Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,294,,Preliminary,26196613.453125,26173.9911320562
607,Lower Northeast,2019,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,35.90664273,,Final,26196613.453125,26173.9911320562
608,Lower Northeast,2012,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,79.35368043,,Final,26196613.453125,26173.9911320562
609,Lower Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,184,,Final,26196613.453125,26173.9911320562
610,Lower Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.07386364,,Final,26196613.453125,26173.9911320562
611,Lower Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,21.78217822,,Preliminary,26196613.453125,26173.9911320562
612,Lower Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,207,,Final,26196613.453125,26173.9911320562
613,Lower Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.70811744,,Final,26196613.453125,26173.9911320562
614,Lower Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,count_births,1434,,Preliminary,26196613.453125,26173.9911320562
615,Lower Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.92530443,,Preliminary,26196613.453125,26173.9911320562
616,Lower Northeast,2013,Planning district,Female,All races/ethnicities,15-19,count_teen_births,176,,Final,26196613.453125,26173.9911320562
617,Lower Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,count_births,1842,,Final,26196613.453125,26173.9911320562
618,Lower Northeast,2020,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,42.80964256,,Final,26196613.453125,26173.9911320562
619,Lower Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,12.23404255,,Final,26196613.453125,26173.9911320562
620,Lower Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,212,,Final,26196613.453125,26173.9911320562
621,Lower Northeast,2023,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,183,,Preliminary,26196613.453125,26173.9911320562
622,Lower Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,193,,Final,26196613.453125,26173.9911320562
623,Lower Northeast,2011,Planning district,Female,All races/ethnicities,15-19,count_teen_births,242,,Final,26196613.453125,26173.9911320562
624,Lower Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,17.32979488,,Final,26196613.453125,26173.9911320562
625,Lower Northeast,2018,Planning district,Female,All races/ethnicities,15-19,count_teen_births,110,,Final,26196613.453125,26173.9911320562
626,Lower Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,158,,Preliminary,26196613.453125,26173.9911320562
627,Lower Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,17.59916993,,Final,26196613.453125,26173.9911320562
628,Lower Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,180,,Final,26196613.453125,26173.9911320562
629,Lower Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,153,,Final,26196613.453125,26173.9911320562
630,Lower Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,10.56105611,,Preliminary,26196613.453125,26173.9911320562
631,Lower Northeast,2018,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,39.497307,,Final,26196613.453125,26173.9911320562
632,Lower Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.03457447,,Final,26196613.453125,26173.9911320562
633,Lower Northeast,2013,Planning district,All sexes,All races/ethnicities,All ages,count_births,1737,,Final,26196613.453125,26173.9911320562
634,Lower Northeast,2021,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,170,,Final,26196613.453125,26173.9911320562
635,Lower Northeast,2014,Planning district,All sexes,All races/ethnicities,All ages,count_births,1654,,Final,26196613.453125,26173.9911320562
636,Lower Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,160,,Preliminary,26196613.453125,26173.9911320562
637,Lower Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,192,,Final,26196613.453125,26173.9911320562
638,Lower Northeast,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.20986954,,Final,26196613.453125,26173.9911320562
639,Lower Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.94104308,,Final,26196613.453125,26173.9911320562
640,Lower Northeast,2019,Planning district,Female,All races/ethnicities,15-19,count_teen_births,100,,Final,26196613.453125,26173.9911320562
641,Lower Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,11.23778502,,Final,26196613.453125,26173.9911320562
642,Lower Northeast,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.4290429,,Preliminary,26196613.453125,26173.9911320562
643,Lower Northeast,2019,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,12.640801,,Final,26196613.453125,26173.9911320562
644,Lower Northeast,2011,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,86.8940754,,Final,26196613.453125,26173.9911320562
645,Lower Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,10.88435374,,Final,26196613.453125,26173.9911320562
646,Lower Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,189,,Final,26196613.453125,26173.9911320562
647,Lower Northeast,2020,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,181,,Final,26196613.453125,26173.9911320562
648,Lower Northeast,2012,Planning district,All sexes,All races/ethnicities,All ages,count_births,1764,,Final,26196613.453125,26173.9911320562
649,Lower Northeast,2020,Planning district,Female,All races/ethnicities,15-19,count_teen_births,103,,Final,26196613.453125,26173.9911320562
650,Lower Northeast,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,10.26058632,,Final,26196613.453125,26173.9911320562
651,Lower Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,count_births,704,,Final,41028560.0703125,35327.2793669151
652,Lower Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,32,,Final,41028560.0703125,35327.2793669151
653,Lower Northwest,2023,Planning district,Female,All races/ethnicities,15-19,count_teen_births,-99999,suppressed,Preliminary,41028560.0703125,35327.2793669151
654,Lower Northwest,2022,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,28.51323829,unreliable,Preliminary,41028560.0703125,35327.2793669151
655,Lower Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,54,,Final,41028560.0703125,35327.2793669151
656,Lower Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.85854052,,Final,41028560.0703125,35327.2793669151
657,Lower Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.89865872,,Preliminary,41028560.0703125,35327.2793669151
658,Lower Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,4.76190476,,Final,41028560.0703125,35327.2793669151
659,Lower Northwest,2023,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,-99999,suppressed,Preliminary,41028560.0703125,35327.2793669151
660,Lower Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,5.51301685,,Final,41028560.0703125,35327.2793669151
661,Lower Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,48,,Preliminary,41028560.0703125,35327.2793669151
662,Lower Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,count_births,653,,Final,41028560.0703125,35327.2793669151
663,Lower Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,36,,Final,41028560.0703125,35327.2793669151
664,Lower Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,61,,Preliminary,41028560.0703125,35327.2793669151
665,Lower Northwest,2022,Planning district,Female,All races/ethnicities,15-19,count_teen_births,14,,Preliminary,41028560.0703125,35327.2793669151
666,Lower Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,6.96022727,,Final,41028560.0703125,35327.2793669151
667,Lower Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,7.28021978,,Final,41028560.0703125,35327.2793669151
668,Lower Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,6.03217158,,Preliminary,41028560.0703125,35327.2793669151
669,Lower Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,51,,Final,41028560.0703125,35327.2793669151
670,Lower Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,3.93081761,,Final,41028560.0703125,35327.2793669151
671,Lower Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,7.55555556,,Final,41028560.0703125,35327.2793669151
672,Lower Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,49,,Final,41028560.0703125,35327.2793669151
673,Lower Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.85458375,,Final,41028560.0703125,35327.2793669151
674,Lower Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,8.17610063,,Final,41028560.0703125,35327.2793669151
675,Lower Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.96703297,,Final,41028560.0703125,35327.2793669151
676,Lower Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,count_births,667,,Final,41028560.0703125,35327.2793669151
677,Lower Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,6.96969697,,Final,41028560.0703125,35327.2793669151
678,Lower Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,9.09090909,,Preliminary,41028560.0703125,35327.2793669151
679,Lower Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,43,,Final,41028560.0703125,35327.2793669151
680,Lower Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,25,,Final,41028560.0703125,35327.2793669151
681,Lower Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,6.39880952,,Final,41028560.0703125,35327.2793669151
682,Lower Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,54,,Final,41028560.0703125,35327.2793669151
683,Lower Northwest,2020,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,22.40325866,unreliable,Final,41028560.0703125,35327.2793669151
684,Lower Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.49056604,,Final,41028560.0703125,35327.2793669151
685,Lower Northwest,2011,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,23.09058615,unreliable,Final,41028560.0703125,35327.2793669151
686,Lower Northwest,2021,Planning district,Female,All races/ethnicities,15-19,teen_births_crude_rate_per_1000,-99999,suppressed,Final,41028560.0703125,35327.2793669151
687,Lower Northwest,2021,Planning district,Female,All races/ethnicities,15-19,count_teen_births,-99999,suppressed,Final,41028560.0703125,35327.2793669151
688,Lower Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,58,,Final,41028560.0703125,35327.2793669151
689,Lower Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,53,,Preliminary,41028560.0703125,35327.2793669151
690,Lower Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.22860686,,Final,41028560.0703125,35327.2793669151
691,Lower Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,count_births,675,,Final,41028560.0703125,35327.2793669151
692,Lower Northwest,2016,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.28766314,,Final,41028560.0703125,35327.2793669151
693,Lower Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,6.66666667,,Final,41028560.0703125,35327.2793669151
694,Lower Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,5.63002681,,Preliminary,41028560.0703125,35327.2793669151
695,Lower Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,51,,Final,41028560.0703125,35327.2793669151
696,Lower Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,count_births,718,,Final,41028560.0703125,35327.2793669151
697,Lower Northwest,2011,Planning district,Female,All races/ethnicities,15-19,count_teen_births,13,,Final,41028560.0703125,35327.2793669151
698,Lower Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,52,,Final,41028560.0703125,35327.2793669151
699,Lower Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,47,,Final,41028560.0703125,35327.2793669151
700,Lower Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,5.36512668,,Preliminary,41028560.0703125,35327.2793669151
701,Lower Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,6.68523677,,Final,41028560.0703125,35327.2793669151
702,Lower Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.19754977,,Final,41028560.0703125,35327.2793669151
703,Lower Northwest,2015,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,56,,Final,41028560.0703125,35327.2793669151
704,Lower Northwest,2017,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,51,,Final,41028560.0703125,35327.2793669151
705,Lower Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,44,,Final,41028560.0703125,35327.2793669151
706,Lower Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,count_births,636,,Final,41028560.0703125,35327.2793669151
707,Lower Northwest,2013,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.51993149,,Final,41028560.0703125,35327.2793669151
708,Lower Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,42,,Preliminary,41028560.0703125,35327.2793669151
709,Lower Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,45,,Preliminary,41028560.0703125,35327.2793669151
710,Lower Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,6.43431635,,Preliminary,41028560.0703125,35327.2793669151
711,Lower Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,14.1341365,,Final,41028560.0703125,35327.2793669151
712,Lower Northwest,2018,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,48,,Final,41028560.0703125,35327.2793669151
713,Lower Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,36,,Preliminary,41028560.0703125,35327.2793669151
714,Lower Northwest,2023,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,12.34408919,,Preliminary,41028560.0703125,35327.2793669151
715,Lower Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,percent_late_or_no_prenatal_care,4.39393939,,Final,41028560.0703125,35327.2793669151
716,Lower Northwest,2021,Planning district,All sexes,All races/ethnicities,All ages,count_preterm_births,53,,Final,41028560.0703125,35327.2793669151
717,Lower Northwest,2012,Planning district,All sexes,All races/ethnicities,All ages,count_low_birthweight_births,46,,Final,41028560.0703125,35327.2793669151
718,Lower Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.13017973,,Final,41028560.0703125,35327.2793669151
719,Lower Northwest,2019,Planning district,All sexes,All races/ethnicities,All ages,count_late_or_no_prenatal_care,63,,Final,41028560.0703125,35327.2793669151
720,Lower Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,crude_birth_rate_per_1000,13.7238309,,Preliminary,41028560.0703125,35327.2793669151
721,Lower Northwest,2022,Planning district,All sexes,All races/ethnicities,All ages,count_births,746,,Preliminary,41028560.0703125,35327.2793669151
722,Lower Northwest,2020,Planning district,All sexes,All races/ethnicities,All ages,percent_low_birthweight_births,7.44525547,,Final,41028560.0703125,35327.2793669151
723,Lower Northwest,2011,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,8.92561983,,Final,41028560.0703125,35327.2793669151
724,Lower Northwest,2020,Planning district,Female,All races/ethnicities,15-19,count_teen_births,11,,Final,41028560.0703125,35327.2793669151
725,Lower Northwest,2014,Planning district,All sexes,All races/ethnicities,All ages,percent_preterm_births,7.14285714,,Final,41028560.0703125,35327.2793669151
